id,Hardness
10746,4.5581765
10747,2.464839
10748,6.800472
10749,5.7247043
10750,4.7092814
10751,5.8290687
10752,4.2326884
10753,2.6584837
10754,5.759402
10755,5.826167
10756,4.511201
10757,3.356771
10758,3.3389494
10759,2.77079
10760,4.6329317
10761,6.323099
10762,5.8395357
10763,5.093286
10764,4.3314238
10765,4.4212112
10766,6.395962
10767,4.526537
10768,6.5243735
10769,5.8193874
10770,6.007657
10771,2.3650088
10772,5.263456
10773,2.5050077
10774,5.7087464
10775,5.5943727
10776,4.233129
10777,2.1912413
10778,5.4596624
10779,5.7921596
10780,2.8664849
10781,3.4809697
10782,5.948881
10783,4.302784
10784,5.800975
10785,5.74215
10786,4.541779
10787,6.3935957
10788,5.993424
10789,6.247368
10790,3.2840726
10791,4.156757
10792,5.949977
10793,2.9421172
10794,5.245928
10795,5.9949193
10796,3.8985476
10797,5.398802
10798,5.642873
10799,7.2994576
10800,2.5617325
10801,5.7915034
10802,5.4589424
10803,3.9004278
10804,5.142981
10805,5.3913364
10806,5.9352183
10807,5.897437
10808,3.365432
10809,2.5124588
10810,4.039463
10811,3.9006717
10812,4.705512
10813,5.0400095
10814,5.504511
10815,2.946916
10816,4.6296124
10817,4.7170343
10818,4.6148996
10819,5.7416096
10820,5.9532638
10821,2.1518743
10822,2.6461518
10823,5.2837195
10824,5.5219445
10825,5.3414893
10826,3.4487197
10827,6.0838056
10828,2.8333445
10829,5.828391
10830,4.0531335
10831,6.088982
10832,5.963888
10833,5.270962
10834,4.286381
10835,4.572771
10836,3.1731653
10837,4.4524155
10838,5.0646677
10839,2.5697103
10840,5.3378725
10841,4.5138354
10842,6.35107
10843,3.9719493
10844,3.3707745
10845,4.464254
10846,4.390919
10847,5.3768115
10848,3.1267996
10849,5.64228
10850,5.703847
10851,2.2888997
10852,4.685822
10853,4.6547527
10854,5.700038
10855,5.0979824
10856,4.383449
10857,5.8882113
10858,5.0313334
10859,5.1568537
10860,5.648202
10861,5.81068
10862,5.4606576
10863,4.7872934
10864,6.0127745
10865,5.43009
10866,4.7870836
10867,1.7194316
10868,4.9387617
10869,4.8128834
10870,6.660196
10871,6.303357
10872,3.998476
10873,3.315236
10874,5.504936
10875,5.857323
10876,5.6514173
10877,5.7166023
10878,5.5749917
10879,5.2636147
10880,4.1699452
10881,6.2026386
10882,4.628223
10883,4.7507176
10884,3.0067966
10885,4.6717806
10886,3.7332728
10887,3.9481084
10888,4.863818
10889,5.0128045
10890,5.49042
10891,4.0183063
10892,5.1316843
10893,2.6180985
10894,5.7286277
10895,5.5937576
10896,2.4718688
10897,5.258948
10898,5.6317024
10899,3.6246405
10900,3.7067509
10901,4.763756
10902,3.6845715
10903,3.8234913
10904,4.926989
10905,5.162759
10906,3.235795
10907,4.890723
10908,6.0606823
10909,2.8927565
10910,5.624352
10911,5.58257
10912,6.1190133
10913,4.4632897
10914,4.9815
10915,2.4612594
10916,5.0574613
10917,6.0946646
10918,6.1124096
10919,5.331846
10920,5.830254
10921,4.976926
10922,3.2330036
10923,5.549621
10924,4.6733594
10925,6.077591
10926,5.957802
10927,3.4535267
10928,2.1327677
10929,5.0014014
10930,4.7930737
10931,3.1084886
10932,5.249982
10933,5.6022935
10934,4.848452
10935,5.568385
10936,2.8743384
10937,6.095917
10938,3.5710151
10939,5.4961424
10940,6.2526994
10941,2.4122639
10942,4.6627398
10943,5.9482875
10944,3.1913939
10945,5.384166
10946,5.693623
10947,3.3470876
10948,4.588644
10949,2.6338565
10950,2.7970042
10951,5.7090993
10952,5.144067
10953,3.5446029
10954,5.388077
10955,4.2253
10956,5.5863895
10957,4.7208776
10958,5.6074486
10959,5.542928
10960,2.7264621
10961,5.1256723
10962,3.9932637
10963,5.1704135
10964,3.9286015
10965,5.135005
10966,3.0748816
10967,5.6050267
10968,5.7085238
10969,3.254082
10970,3.800228
10971,5.2113447
10972,2.272134
10973,3.9037695
10974,4.8685493
10975,2.4193401
10976,5.0898356
10977,5.573875
10978,3.5793343
10979,3.0714805
10980,6.035049
10981,5.2713814
10982,6.470749
10983,4.6533628
10984,6.13578
10985,3.4312112
10986,5.7167587
10987,4.9347224
10988,5.061906
10989,4.305573
10990,2.3975165
10991,3.3214636
10992,4.63098
10993,3.3129659
10994,4.0350595
10995,2.255465
10996,6.594819
10997,5.8226953
10998,3.100522
10999,2.9929845
11000,6.4594107
11001,5.726828
11002,2.5228093
11003,5.1862593
11004,5.226316
11005,4.849232
11006,5.2746067
11007,5.632284
11008,4.5349026
11009,4.5482693
11010,5.9354396
11011,4.729954
11012,6.3967743
11013,5.692076
11014,5.4761915
11015,5.278051
11016,4.9751134
11017,4.127087
11018,4.046893
11019,4.5128613
11020,5.4884915
11021,4.7016478
11022,6.311437
11023,4.8565326
11024,5.777639
11025,4.2916536
11026,1.487593
11027,3.3415108
11028,4.99966
11029,2.3633301
11030,2.7825584
11031,6.316689
11032,2.3357322
11033,5.146814
11034,3.137298
11035,6.594522
11036,5.1602044
11037,5.842476
11038,5.797109
11039,5.4815984
11040,5.594013
11041,5.1598206
11042,3.0865197
11043,3.2182875
11044,2.6189318
11045,5.2045507
11046,2.4667509
11047,2.272134
11048,5.760349
11049,5.7301636
11050,4.533582
11051,5.7712207
11052,3.7823415
11053,5.642289
11054,4.676586
11055,5.328827
11056,5.3716116
11057,5.368914
11058,6.735044
11059,5.860189
11060,4.3767257
11061,6.0394382
11062,4.7970114
11063,5.9681754
11064,3.8119016
11065,5.2416363
11066,4.139186
11067,3.6490786
11068,5.568358
11069,3.3458836
11070,5.6520457
11071,6.4549146
11072,4.1134467
11073,4.8199167
11074,5.9779625
11075,2.6448298
11076,3.6989267
11077,4.9584575
11078,2.965451
11079,5.4683585
11080,3.8001325
11081,5.6670856
11082,4.3764052
11083,5.845865
11084,6.1753707
11085,5.453611
11086,1.9299097
11087,6.235383
11088,2.1947837
11089,5.4139285
11090,5.7091374
11091,2.6887414
11092,3.9204829
11093,4.969837
11094,3.6751535
11095,3.4393551
11096,5.480969
11097,2.4433172
11098,4.482006
11099,6.083315
11100,5.491962
11101,5.1974773
11102,6.1327925
11103,4.170004
11104,6.4772196
11105,5.2009764
11106,4.9113097
11107,4.53923
11108,3.8934877
11109,5.996554
11110,6.3666363
11111,3.9623637
11112,5.357106
11113,5.6739554
11114,3.0417383
11115,5.033577
11116,4.5749025
11117,5.232942
11118,6.0201616
11119,5.6576686
11120,4.27185
11121,5.122714
11122,5.5895953
11123,3.2736444
11124,4.704036
11125,4.9468703
11126,3.1584783
11127,5.6316648
11128,6.188145
11129,6.3766026
11130,4.357589
11131,2.9611642
11132,3.6135018
11133,4.943489
11134,5.2663884
11135,5.326735
11136,5.650934
11137,6.330252
11138,5.901862
11139,5.782319
11140,5.2753935
11141,5.5830545
11142,5.6430726
11143,5.9070063
11144,2.6209543
11145,4.9116793
11146,5.8033223
11147,5.8681684
11148,2.3135018
11149,5.6165133
11150,5.181405
11151,4.444683
11152,1.8177814
11153,4.2989016
11154,4.0748773
11155,4.934627
11156,4.5441737
11157,3.9096193
11158,2.8834116
11159,5.983419
11160,3.713973
11161,5.7692885
11162,5.861142
11163,6.001755
11164,5.445071
11165,2.8826737
11166,3.9472325
11167,4.6403165
11168,4.823682
11169,3.790667
11170,2.9711144
11171,5.9870934
11172,4.373103
11173,4.9489627
11174,4.6529336
11175,4.845521
11176,6.1207666
11177,4.9032354
11178,0.9594149
11179,5.509398
11180,5.779073
11181,5.856767
11182,4.5375333
11183,4.6012
11184,6.213181
11185,5.217994
11186,5.910233
11187,2.5367024
11188,6.054914
11189,3.1997857
11190,5.4722886
11191,4.974045
11192,3.6095955
11193,6.1051555
11194,4.0853786
11195,3.6068106
11196,4.802565
11197,4.336354
11198,3.6841257
11199,4.2032456
11200,5.6963096
11201,4.21956
11202,4.206209
11203,3.0869968
11204,4.7021136
11205,6.486496
11206,3.8192444
11207,4.343006
11208,5.455244
11209,5.6936517
11210,5.536298
11211,5.6018043
11212,1.6227751
11213,2.3460617
11214,2.9082713
11215,5.7850394
11216,4.6314
11217,6.0019617
11218,5.707545
11219,2.567726
11220,2.5041344
11221,3.6827517
11222,5.60703
11223,3.5355022
11224,3.7159703
11225,5.5097857
11226,5.6516404
11227,5.609453
11228,5.530023
11229,1.6209333
11230,6.2130857
11231,5.978608
11232,2.269346
11233,3.3862703
11234,2.4761715
11235,3.899959
11236,6.085535
11237,5.9038777
11238,2.3215747
11239,6.1113243
11240,6.062223
11241,5.128043
11242,5.1135926
11243,5.831011
11244,5.52663
11245,2.000328
11246,4.7924266
11247,2.9468005
11248,6.1241465
11249,2.6376586
11250,4.571867
11251,5.559096
11252,5.4930525
11253,5.609055
11254,5.97458
11255,5.9095635
11256,5.080704
11257,6.218846
11258,2.742982
11259,5.853405
11260,3.412867
11261,5.6186404
11262,4.702575
11263,5.207893
11264,6.997554
11265,5.208873
11266,5.2519855
11267,2.9326608
11268,1.7194316
11269,4.111868
11270,3.9872406
11271,5.497207
11272,5.096529
11273,3.149927
11274,2.8519158
11275,6.241333
11276,3.2294884
11277,3.2843637
11278,2.8987246
11279,5.782897
11280,3.6938221
11281,5.5269446
11282,5.2735267
11283,4.7799106
11284,5.152965
11285,5.2979484
11286,5.310685
11287,5.734333
11288,5.7821403
11289,2.2743466
11290,7.186165
11291,3.3912966
11292,4.0711713
11293,5.227809
11294,5.4606576
11295,6.3004665
11296,6.4563513
11297,4.2286067
11298,5.7689786
11299,2.8519158
11300,2.3159375
11301,5.437922
11302,5.3552465
11303,4.8352623
11304,6.107059
11305,6.003411
11306,5.5430164
11307,6.102018
11308,5.615868
11309,2.5688968
11310,5.242967
11311,4.744593
11312,2.250834
11313,5.8282485
11314,4.3502283
11315,5.4469056
11316,2.810938
11317,5.6931815
11318,5.542554
11319,2.5631778
11320,5.600882
11321,5.6020746
11322,6.071437
11323,2.8573375
11324,2.766144
11325,4.0262036
11326,5.6844754
11327,4.1536508
11328,5.794188
11329,2.224245
11330,6.0787606
11331,5.8963027
11332,5.626019
11333,4.6244016
11334,6.0191245
11335,3.7560518
11336,5.244599
11337,4.1094604
11338,3.523745
11339,4.727358
11340,6.022842
11341,5.7564178
11342,6.4152184
11343,4.7797947
11344,4.850928
11345,5.3896227
11346,5.791635
11347,6.00183
11348,5.545012
11349,4.584369
11350,6.137788
11351,5.991035
11352,3.5790446
11353,2.8459706
11354,2.4693637
11355,4.5614076
11356,5.839914
11357,4.581119
11358,5.108717
11359,5.439417
11360,2.9781969
11361,5.306953
11362,4.7086687
11363,4.791995
11364,2.694341
11365,2.0533257
11366,5.8653097
11367,1.134986
11368,2.622476
11369,5.0631866
11370,2.2706332
11371,2.0931354
11372,4.7028675
11373,4.382799
11374,5.9374914
11375,2.6793785
11376,5.672994
11377,6.363415
11378,5.1811156
11379,4.7369595
11380,4.1556196
11381,3.7968414
11382,1.9381199
11383,3.211762
11384,3.1604946
11385,5.834241
11386,6.0128975
11387,4.147335
11388,5.4002023
11389,5.1246595
11390,3.947654
11391,3.1329613
11392,3.5027986
11393,6.066148
11394,5.5409627
11395,5.8675847
11396,3.188443
11397,5.747546
11398,4.6264434
11399,5.3876395
11400,6.1490955
11401,4.148509
11402,4.2197614
11403,5.7611866
11404,5.005849
11405,4.01627
11406,4.855731
11407,5.839164
11408,4.6524715
11409,3.1160302
11410,4.3526754
11411,2.2585037
11412,4.971708
11413,4.0947704
11414,6.006365
11415,5.6856556
11416,5.812091
11417,5.4940815
11418,6.3884997
11419,4.076759
11420,5.8017063
11421,5.137105
11422,5.004806
11423,4.554857
11424,4.120513
11425,2.8462973
11426,5.8275414
11427,3.7430344
11428,2.2477062
11429,4.830999
11430,5.7914658
11431,2.4740272
11432,6.506879
11433,4.364625
11434,2.0965242
11435,5.40353
11436,2.4453368
11437,5.9411592
11438,5.216887
11439,5.148518
11440,3.1580498
11441,2.302616
11442,4.4731746
11443,2.2093997
11444,4.8095946
11445,4.1416383
11446,4.212916
11447,3.8596752
11448,4.7263885
11449,5.156115
11450,5.2516713
11451,4.541331
11452,4.4242697
11453,3.9338083
11454,4.5309153
11455,4.8439274
11456,2.881056
11457,3.814808
11458,5.2772703
11459,2.1629176
11460,5.5345755
11461,2.6196496
11462,5.846255
11463,5.264479
11464,6.121785
11465,5.840848
11466,4.9536233
11467,5.548506
11468,4.3106136
11469,5.856099
11470,5.651124
11471,3.5656266
11472,3.3925986
11473,5.366078
11474,5.6902256
11475,3.886366
11476,4.4284945
11477,4.3616157
11478,6.273325
11479,5.1753383
11480,5.548077
11481,5.722952
11482,3.4688082
11483,6.490467
11484,2.8775635
11485,2.9869063
11486,5.1001163
11487,4.858242
11488,6.7436123
11489,3.3678505
11490,3.800976
11491,4.550643
11492,3.0594938
11493,2.3317924
11494,4.0306473
11495,6.580035
11496,2.5791428
11497,6.3955607
11498,3.742164
11499,2.457391
11500,5.703224
11501,6.170251
11502,4.6097984
11503,5.5713086
11504,5.5627947
11505,2.67674
11506,6.598467
11507,5.9620457
11508,5.617719
11509,6.0766163
11510,6.312044
11511,5.9041533
11512,2.4983544
11513,2.28016
11514,6.076664
11515,5.942612
11516,2.7047
11517,1.9131248
11518,4.670346
11519,5.3723965
11520,5.2894444
11521,2.6032612
11522,4.4864135
11523,6.0627236
11524,5.3753777
11525,6.014958
11526,5.279805
11527,6.014186
11528,5.8958063
11529,5.696464
11530,5.5704756
11531,4.5973625
11532,3.810182
11533,4.029181
11534,5.862089
11535,3.7377677
11536,4.7696476
11537,4.613043
11538,5.975591
11539,5.076931
11540,3.38881
11541,3.947079
11542,5.5180206
11543,6.036057
11544,5.027079
11545,5.6365647
11546,5.7840652
11547,4.323543
11548,5.6112905
11549,3.0370407
11550,5.7895575
11551,2.165678
11552,5.7991705
11553,5.5246663
11554,4.8801985
11555,5.083981
11556,5.6571927
11557,2.8996048
11558,5.656863
11559,6.1053886
11560,5.408245
11561,6.723647
11562,7.4513946
11563,5.8436675
11564,4.755922
11565,4.311499
11566,5.885354
11567,4.9709425
11568,5.7103477
11569,4.7160506
11570,4.113507
11571,4.4659257
11572,4.5230575
11573,6.2995915
11574,4.194614
11575,2.4796567
11576,3.398273
11577,5.2114716
11578,4.761623
11579,3.5964634
11580,2.3351512
11581,3.4175851
11582,4.3214965
11583,3.5955808
11584,6.2081013
11585,2.3744226
11586,6.332408
11587,3.8364813
11588,3.084922
11589,5.08408
11590,5.9371715
11591,5.1000743
11592,4.9641285
11593,4.208674
11594,6.6897798
11595,5.353106
11596,4.8255744
11597,5.6498275
11598,5.868226
11599,3.1266441
11600,3.5859349
11601,3.8455424
11602,5.455103
11603,3.2048333
11604,2.3140173
11605,4.696163
11606,5.235745
11607,6.089226
11608,6.1648707
11609,3.6790447
11610,4.9296417
11611,6.097192
11612,5.430074
11613,6.2835846
11614,5.0701275
11615,5.7113185
11616,3.4354773
11617,5.588643
11618,2.8967152
11619,6.0148234
11620,4.71751
11621,5.8127427
11622,5.233414
11623,6.1907315
11624,6.5714316
11625,3.4488614
11626,5.813241
11627,3.2609193
11628,3.2041311
11629,5.8908362
11630,3.6630764
11631,3.1954596
11632,2.047253
11633,6.0779953
11634,5.8127
11635,4.75014
11636,5.6518087
11637,5.358659
11638,5.1130285
11639,3.2803476
11640,2.5698733
11641,4.492134
11642,5.407613
11643,3.6201365
11644,3.745146
11645,3.5751228
11646,4.272803
11647,3.7226217
11648,4.97237
11649,4.6630664
11650,6.0812554
11651,4.7438526
11652,5.7908235
11653,6.256418
11654,3.7945998
11655,2.9638267
11656,3.8346643
11657,5.8651657
11658,6.382998
11659,4.174996
11660,6.2063828
11661,5.376235
11662,4.548193
11663,5.714054
11664,2.6635993
11665,2.476853
11666,4.7316027
11667,3.3613591
11668,3.1027596
11669,4.2416687
11670,5.7622557
11671,5.9385867
11672,4.3768673
11673,6.318736
11674,4.588663
11675,5.487724
11676,3.0962124
11677,4.8437757
11678,5.739172
11679,4.610083
11680,5.8017187
11681,4.3990836
11682,5.323336
11683,4.859239
11684,3.8988905
11685,3.2785213
11686,4.313214
11687,5.216378
11688,4.03205
11689,2.457011
11690,5.6358294
11691,3.0144308
11692,2.8074489
11693,2.3043506
11694,6.349492
11695,5.0254235
11696,5.7370353
11697,3.1187856
11698,3.8072617
11699,2.9549367
11700,4.705308
11701,5.3755293
11702,5.966528
11703,5.6716833
11704,4.8348737
11705,5.3044033
11706,5.318819
11707,4.4287333
11708,5.7520785
11709,2.4414914
11710,6.787009
11711,5.509226
11712,5.607352
11713,3.4173841
11714,5.056568
11715,5.5485525
11716,4.7350388
11717,5.3913755
11718,3.4901001
11719,4.033748
11720,5.9468465
11721,7.664409
11722,6.4753523
11723,5.854256
11724,5.960974
11725,6.1880903
11726,5.4772487
11727,4.443972
11728,4.787292
11729,5.964529
11730,3.048064
11731,3.0683599
11732,4.287931
11733,4.4729533
11734,2.7047873
11735,6.02648
11736,4.619484
11737,6.2157593
11738,4.828955
11739,4.7346473
11740,3.1400795
11741,5.3608494
11742,4.0500245
11743,5.7119274
11744,2.9974704
11745,2.3573797
11746,5.54338
11747,4.722351
11748,6.054154
11749,4.350009
11750,2.4976783
11751,3.7869172
11752,5.3220162
11753,4.49271
11754,5.8237867
11755,4.3383765
11756,3.550534
11757,6.299801
11758,6.131844
11759,5.0665593
11760,5.4477015
11761,5.372923
11762,4.271987
11763,5.8832603
11764,6.2552896
11765,5.1092787
11766,2.2353303
11767,4.2668943
11768,2.915346
11769,4.1757455
11770,5.3410206
11771,5.223363
11772,5.2129035
11773,5.1359544
11774,4.3769283
11775,5.0190854
11776,4.5759416
11777,3.2462258
11778,4.6541553
11779,5.1005473
11780,5.1816707
11781,2.614102
11782,5.7372665
11783,5.379244
11784,5.8906755
11785,5.2677593
11786,5.1279697
11787,4.782322
11788,3.034998
11789,5.259335
11790,5.4820604
11791,6.0139537
11792,2.730299
11793,3.0230246
11794,5.373046
11795,6.0442123
11796,5.7250233
11797,5.2935033
11798,4.62376
11799,5.300872
11800,5.647355
11801,5.8258944
11802,5.052921
11803,3.931349
11804,5.7959948
11805,5.672246
11806,3.56114
11807,4.733494
11808,5.9803557
11809,5.7771306
11810,3.6902816
11811,3.1353366
11812,5.202214
11813,5.8417807
11814,2.5205836
11815,4.3676486
11816,4.153723
11817,5.7165966
11818,5.3352127
11819,5.4751163
11820,6.0824194
11821,6.492645
11822,3.3668847
11823,2.3244119
11824,6.0044365
11825,5.85587
11826,5.5787997
11827,2.433393
11828,5.47769
11829,3.5501862
11830,4.237052
11831,4.320061
11832,2.3231206
11833,4.4872932
11834,4.5075784
11835,2.3341084
11836,5.068939
11837,5.858026
11838,5.4914575
11839,3.6340938
11840,6.294329
11841,2.6488533
11842,4.572599
11843,3.0105906
11844,5.6706386
11845,3.5545058
11846,5.5229053
11847,2.6817448
11848,5.528239
11849,4.049026
11850,4.898111
11851,6.356949
11852,5.3740516
11853,4.0958915
11854,5.769894
11855,4.282984
11856,4.1882915
11857,2.409379
11858,6.30613
11859,3.2393389
11860,4.011786
11861,4.9072723
11862,5.8227606
11863,2.8314621
11864,2.8232675
11865,5.6163874
11866,2.5484703
11867,5.8483233
11868,5.83636
11869,3.7602832
11870,6.0786986
11871,5.296117
11872,5.126151
11873,5.546382
11874,5.182461
11875,5.749249
11876,2.2864742
11877,4.30396
11878,3.994996
11879,5.731074
11880,6.2575274
11881,5.629604
11882,4.9163065
11883,6.2970986
11884,2.4710207
11885,3.1498349
11886,6.6317863
11887,4.1739874
11888,3.1644282
11889,5.552647
11890,5.8755064
11891,5.9531817
11892,3.7889738
11893,5.1693163
11894,5.8278556
11895,5.439339
11896,5.732213
11897,5.60324
11898,5.0574737
11899,2.685196
11900,4.941618
11901,5.06638
11902,2.3114674
11903,4.9044156
11904,2.999057
11905,6.697894
11906,5.7875776
11907,5.8547244
11908,5.8382106
11909,6.5857086
11910,5.660494
11911,2.516893
11912,5.871189
11913,2.3860378
11914,6.367191
11915,4.234247
11916,5.769894
11917,5.498734
11918,4.161994
11919,4.949442
11920,2.512498
11921,5.2154284
11922,2.844176
11923,2.672244
11924,4.964178
11925,5.006607
11926,6.465459
11927,3.2705173
11928,5.8971767
11929,3.3919785
11930,3.506326
11931,4.6023297
11932,3.0243776
11933,3.644395
11934,6.4637146
11935,4.0702624
11936,3.3450205
11937,2.4002967
11938,6.3021855
11939,5.599408
11940,6.275048
11941,5.787493
11942,4.1847067
11943,3.5823057
11944,3.3856034
11945,3.730622
11946,5.238974
11947,5.625588
11948,4.6795444
11949,3.3016262
11950,5.123824
11951,3.9202378
11952,5.755599
11953,5.8887267
11954,3.3996549
11955,5.181861
11956,5.291655
11957,5.603741
11958,6.002844
11959,2.696078
11960,6.0066586
11961,3.2383342
11962,4.646834
11963,2.4105065
11964,2.6520503
11965,2.8765826
11966,4.3230696
11967,4.932988
11968,4.893436
11969,5.9863853
11970,4.175452
11971,3.9798038
11972,5.9736066
11973,5.9561663
11974,3.10006
11975,4.5840464
11976,2.1319525
11977,3.8828948
11978,3.4646108
11979,1.4971342
11980,5.2952414
11981,5.8708053
11982,5.948079
11983,4.775172
11984,6.348872
11985,6.016122
11986,3.0205162
11987,5.2348003
11988,5.788942
11989,4.267337
11990,2.6647503
11991,3.3483057
11992,4.7913632
11993,5.9206753
11994,3.660993
11995,3.3321686
11996,5.8447084
11997,4.5997796
11998,4.706795
11999,4.843191
12000,4.572116
12001,4.47694
12002,3.1594913
12003,6.807431
12004,4.622161
12005,6.151608
12006,5.949283
12007,4.9503074
12008,4.5875406
12009,2.0579956
12010,4.18722
12011,5.2459097
12012,1.8336359
12013,3.0070727
12014,4.0181265
12015,5.8006773
12016,5.839476
12017,3.50599
12018,5.3057747
12019,5.6033325
12020,4.976678
12021,5.0196486
12022,3.2288911
12023,5.9007707
12024,3.9922702
12025,5.192279
12026,3.9608715
12027,6.327809
12028,5.9766474
12029,3.411684
12030,5.885115
12031,5.5884285
12032,2.4124568
12033,5.348271
12034,5.9242086
